time,open,high,low,close,0050 Â· TWSE: close,MA,Volume,Plot,Plot
2011-06-27,57.5,59.799999,57.200001,59.700001,59.700001,53.31058321666671,77535378,53.94738659971582,45.175460237756916
2011-07-04,59.900002,60.700001,59.75,60.049999,60.049999,53.53041655833338,71056980,58.55262162396514,48.903520169663075
2011-07-11,59.849998,59.950001,58.450001,59.200001,59.200001,53.73208323333338,157449420,47.36844182824665,53.28948335064252
2011-07-18,59.150002,61.150002,58.400002,61,61,53.94524991666671,81422618,71.0526298476461,58.991231099952614
2011-07-25,60.5,61.450001,59.900002,59.900002,59.900002,54.12966660000004,59951752,56.57897766619303,58.333349780695244
2011-08-01,60.5,60.5,54.450001,54.450001,54.450001,54.26174995833337,201366239,0,42.54386917127969
2011-08-08,54.299999,54.849998,50.400002,53.549999,53.549999,54.37491660833337,351064290,24.609353485105736,27.062777050432903
2011-08-15,54.200001,55,51.099998,51.099998,51.099998,54.46841658333337,120491070,5.468719177243676,10.026024220783116
2011-08-22,51.299999,53.400002,51.049999,53.049999,53.049999,54.57299990833337,124481660,21.721294006981637,17.266455556443685
2011-08-29,53.099998,56.099998,53.099998,55.150002,55.150002,54.6813332416667,105532380,38.93443899489804,22.041484059707784
2011-09-05,53.950001,54.75,52.299999,54.150002,54.150002,54.75066657500003,98489710,30.737714995972134,30.4644826659506
2011-09-12,53.599998,54.150002,51.299999,54.099998,54.099998,54.828166566666695,125410430,30.327846009129832,33.333333333333336
2011-09-19,53.849998,53.950001,49.93,50.349998,50.349998,54.86624989166669,139388631,3.3149018650200235,21.460154290040663
2011-09-26,50.25,51.900002,49.299999,51.650002,51.650002,54.896666575000026,116676740,17.66919681723285,17.103981563794235
2011-10-03,50.75,52.150002,49.5,51.549999,51.549999,54.93774990833336,99341070,16.917294505059736,12.633797729104202
2011-10-10,52.75,53.200001,52.450001,52.450001,52.450001,55.00266658333336,56967367,23.684227344678753,19.423572888990446
2011-10-17,53.099998,53.450001,51.549999,51.950001,51.950001,55.075166591666694,79434930,19.92482856577659,20.175450138505028
2011-10-24,52.450001,53.700001,51.299999,52.400002,52.400002,55.14016662500003,131875500,23.308294985586098,22.305783632013814
2011-10-31,52.799999,52.950001,51.450001,52.299999,52.299999,55.194333291666695,100402940,22.556392673412983,21.92983874159189
2011-11-07,52.299999,52.849998,50.200001,50.900002,50.900002,55.22866665000003,104668356,12.030098648879605,19.29826210262623
2011-11-14,51.75,52.299999,50.25,50.299999,50.299999,55.24891665000003,104253692,7.518797557804328,14.035096293365639
2011-11-21,49.900002,49.900002,47.049999,47.439999,47.439999,55.24108330000003,210426040,2.5324672035756914,7.36045447008654
2011-11-28,48.080002,50.599998,47.75,49.82,49.82,55.247749966666696,105531920,17.987017144543234,9.346093968641085
2011-12-05,49.82,49.82,48,48.240002,48.240002,55.248583325000034,72127904,7.7272912042478765,9.415591850788935
2011-12-12,48.939999,49.09,47.450001,47.700001,47.700001,55.2325833416667,65188132,4.276328666031013,9.996879004940709
2011-12-19,47.400002,50.25,46.610001,50,50,55.256083341666695,111448196,22.84365902964961,11.615759633309503
2011-12-26,50,50.150002,49.220001,49.810001,49.810001,55.267833333333364,73767690,21.563342318059313,16.227776671246648
2012-01-02,49.450001,50.25,48.939999,50,50,55.2590833416667,95065930,22.84365902964961,22.416886792452846
2012-01-09,49.900002,51.25,49.630001,50.849998,50.849998,55.24533332500003,112250110,28.571408355795157,24.326136567834695
2012-01-16,51.049999,51.099998,49.75,50.400002,50.400002,55.22116668333336,57184780,25.539090296495974,25.65138589398025
2012-01-30,51.400002,53.049999,51.400002,53.049999,53.049999,55.22700002500003,135029520,43.396212938005405,32.50223719676551
2012-02-06,53.5,54.549999,53.049999,53.950001,53.950001,55.237416691666695,141713140,49.46091644204853,39.46540655884997
2012-02-13,54,55.200001,53.599998,54.75,54.75,55.24908337500003,150256270,58.60330875473786,50.48681271159726
2012-02-20,54.799999,55.099998,54,54.75,54.75,55.2499166916667,80780722,85.77451605095345,64.61291374924662
2012-02-27,55.25,56.200001,55.25,55.599998,55.599998,55.26950000833336,56365320,93.74345151199165,79.37375877256098
2012-03-05,55.299999,55.349998,54,54.950001,54.950001,55.297000000000025,71639007,86.96558915537018,88.82785223943843
2012-03-12,55,56.200001,54.349998,55.400002,55.400002,55.323250016666684,66576147,91.6579874869656,90.7890093847758
2012-03-19,55.450001,55.75,54.700001,55.450001,55.450001,55.33825000833336,43894128,92.17935349322211,90.26764337851928
2012-03-26,55,55.849998,54.200001,54.900002,54.900002,55.35033335000003,50649354,86.44422314911367,90.09385470976713
2012-04-02,54.900002,54.900002,53.049999,53.75,53.75,55.36325000833336,44368337,74.45254431699688,84.35870698644423
2012-04-09,53,54.049999,52.700001,53.950001,53.950001,55.3703333666667,55741546,76.53806047966633,79.14494264859229
2012-04-16,53.450001,53.900002,52.299999,52.349998,52.349998,55.357833366666696,64049160,59.85398331595412,70.28152937087243
2012-04-23,52.299999,53.049999,51.849998,52.200001,52.200001,55.349083375000035,47470612,58.28988529718458,64.89397636426834
2012-04-30,52.099998,53.349998,51.650002,53.200001,53.200001,55.332416708333355,41028556,68.71741397288844,62.28709419534238
2012-05-07,52.450001,52.450001,51.049999,51.150002,51.150002,55.28825005000002,89566093,47.340990615224214,58.11609662843241
2012-05-14,51.299999,51.299999,49.619999,49.669998,49.669998,55.220916700000025,110614664,31.908206465067796,49.32220368439348
2012-05-21,49.950001,50.400002,48.950001,49.009998,49.009998,55.14766669166669,74052436,25.026037539103285,34.75841153979843
2012-05-28,49.009998,50.799999,48.849998,49.150002,49.150002,55.10391669166669,62261933,26.485933263816502,27.80672575599586
2012-06-04,48.200001,49.119999,47.450001,48,48,55.06225002500003,71264702,14.494254431699712,22.0020750782065
2012-06-11,48.860001,49.400002,48.099998,49.400002,49.400002,55.051000041666704,27141348,29.09281543274247,23.35766770941956
2012-06-18,50.400002,50.5,49.200001,49.560001,49.560001,55.02983340000004,37593554,30.7612095933264,24.78275981925619
2012-06-25,49.040001,50.299999,48.849998,50.200001,50.200001,55.0185834166667,54015592,37.434827945776874,32.429617657281916
2012-07-02,50.5,51.75,50.299999,51,51,55.002333408333364,52795706,45.77684045881128,37.990959332638184
2012-07-09,50.799999,51.049999,49.349998,49.5,49.5,54.96816675833337,42506751,23.428559999999994,35.54674280152938
2012-07-16,49.75,50.299999,49.18,50.150002,50.150002,54.934000108333365,35066883,30.857154285714287,33.35418491484185
2012-07-23,49.650002,49.950001,48.509998,49.919998,49.919998,54.9000000916667,71679601,28.228537142857135,27.50475047619047
2012-07-30,50,51.299999,50,50.900002,50.900002,54.867916775000026,36835497,39.428582857142864,32.838091428571424
2012-08-06,51.900002,53.049999,51.400002,52.799999,52.799999,54.84791675833336,57300143,61.14283428571427,42.933318095238086
2012-08-13,53,53.549999,52.950001,52.950001,52.950001,54.829166758333365,56857782,62.857142857142854,54.476186666666656
2012-08-20,52.849998,53.799999,52.549999,53.099998,53.099998,54.815416741666695,62036177,64.57139428571428,62.857123809523806
2012-08-27,53.450001,53.549999,52.400002,52.75,52.75,54.79833341666669,29287441,60.57141714285714,62.666651428571434
2012-09-03,52.700001,53.299999,51.900002,52.950001,52.950001,54.80666675000002,33013342,62.857142857142854,62.666651428571434
2012-09-10,52.950001,55.599998,52.900002,55.5,55.5,54.82666676666669,85467496,91.99998857142857,71.80951619047619
2012-09-17,55.5,55.799999,55.099998,55.450001,55.450001,54.87416677500003,82154910,91.42857142857143,82.09523428571428
2012-09-24,55.299999,55.700001,54.75,55.150002,55.150002,54.91816680000002,38179940,91.66671130953978,91.6984237698466
2012-10-01,55,55.349998,54.5,55.099998,55.099998,54.96025012500002,33997460,91.07142538265191,91.38890270692104
2012-10-08,55,55.049999,52.900002,53.150002,53.150002,54.98966681666669,64976916,68.26350138047938,83.66721269089037
2012-10-15,53.049999,53.900002,53,53.25,53.25,55.00925013333335,62883751,69.4610825056485,76.26533642292661
2012-10-22,52.599998,53.099998,49.869999,49.91,49.91,55.00350015000002,107235970,29.461072924807848,55.728552270311916
2012-10-29,49.990002,50.700001,49.599998,50.700001,50.700001,55.013583475000026,58157460,38.92216501129701,45.948106813917796
2012-11-05,50.549999,51.299999,50.25,51.099998,51.099998,55.00316680833336,48581602,43.71254939222739,37.36526244277743
2012-11-12,51.299999,51.299999,49.5,49.939999,49.939999,54.978500116666694,55545665,29.820342471938314,37.48501895848758
2012-11-19,50.299999,51.799999,49.700001,51.700001,51.700001,54.961833450000036,49771134,50.89821578400379,41.47703588272318
2012-11-26,51.799999,53.700001,51.799999,53.549999,53.549999,54.95891675833336,75802696,73.05388576140976,51.257481339117284
2012-12-03,53.549999,54.049999,53.049999,53.900002,53.900002,54.94808343333336,63095120,77.24553946000945,67.065880335141
2012-12-10,53.900002,54.799999,53.299999,54.200001,54.200001,54.942666791666696,68883036,80.83834271577072,77.04592264572997
2012-12-17,54.200001,54.200001,52.400002,52.799999,52.799999,54.924750108333356,35546189,61.03896609883558,73.04094942487191
2012-12-24,52.900002,53.950001,52.650002,53.799999,53.799999,54.92433345000002,65043859,72.56516151369526,71.48082344276719
2012-12-31,54,55.049999,53.900002,54.5,54.5,54.923916791666684,55346276,82.16736870132117,71.92383210461733
2013-01-07,54.549999,54.799999,53.650002,54.450001,54.450001,54.917250133333354,54738830,81.4815114565828,78.73801389053307
2013-01-14,54,54.5,53.200001,53.950001,53.950001,54.88933348333335,37527774,74.6228018350066,79.42389399763685
2013-01-21,53.950001,54.299999,53.200001,53.5,53.5,54.86016681666669,42149930,68.44994945816879,74.85142091658605
2013-01-28,53.700001,54.849998,53.650002,54.799999,54.799999,54.83558347500002,80055546,86.28258075684762,76.45177735000766
2013-02-04,54.849998,55.5,54.849998,55.400002,55.400002,54.81725017500002,76403260,93.65084026203814,82.79445682568485
2013-02-18,55.5,56.200001,55.349998,55.5,55.5,54.80183352500002,87453353,89.55222543996635,89.82854881961737
2013-02-25,55.799999,55.799999,54.950001,55.400002,55.400002,54.78766689166669,27520640,88.05971820004207,90.42092796734885
2013-03-04,55.400002,55.900002,54.700001,55.799999,55.799999,54.78600021666669,47329365,94.02982178659376,90.54725514220071
2013-03-11,55.799999,56.099998,55.200001,55.200001,55.200001,54.76558354166669,51399611,85.07462909333894,89.05472302665824
2013-03-18,55,55,54.150002,54.150002,54.150002,54.74725024166669,38546320,69.40300456671574,82.83581848221613
2013-03-25,54.75,55.150002,54.400002,55.099998,55.099998,54.73433354166669,18336222,83.58204722656009,79.35322696220491
2013-04-01,55.099998,55.200001,54.700001,55,55,54.719333550000016,11592240,82.08953998663581,78.35819725997054
2013-04-08,54.450001,54.5,53.599998,54.349998,54.349998,54.68058353333335,41498589,72.38801904656431,79.35320208658672
2013-04-15,54.25,55.5,53.450001,55.450001,55.450001,54.64850021666668,42321761,88.8059718200042,81.09451028440141
2013-04-22,55.549999,56.200001,54.950001,55.849998,55.849998,54.61225019166669,50517066,94.77607540655589,85.32335542437478
2013-04-29,55.900002,57,55.75,56.650002,56.650002,54.58266686666669,54894863,95.33336000000001,92.97180240885335
2013-05-06,57,58.450001,56.799999,57.900002,57.900002,54.55350020000002,71669053,93.85476046315526,94.65473195657036
2013-05-13,57.900002,58.900002,57.599998,58.400002,58.400002,54.54308353333336,70193860,94.68085219556336,94.62299088623952
2013-05-20,58.299999,58.700001,56.599998,56.849998,56.849998,54.508500183333354,44227913,78.19145144862733,88.9090213691153
2013-05-27,56.799999,57.799999,56.799999,56.950001,56.950001,54.474750191666686,31680707,79.2553129244015,84.04253885619737
2013-06-03,56.450001,56.799999,55.75,56.049999,56.049999,54.416833516666685,38377276,69.02170988894457,75.48949142065777
2013-06-10,56.549999,56.700001,54.700001,54.799999,54.799999,54.38266682500002,59317468,42.253503273167624,63.5101753621712
2013-06-17,54.849998,55.5,53.25,53.599998,53.599998,54.32391679166669,80323183,18.4614769230769,43.24556336172967
2013-06-24,53.400002,55.099998,52.950001,55.099998,55.099998,54.28725010833336,86603365,41.53839999999998,34.08446006541482
2013-07-01,54.799999,56.049999,54.799999,56.049999,56.049999,54.24891675000003,48016600,56.15379999999999,38.71789230769227
2013-07-08,56.049999,57.400002,54.950001,57.349998,57.349998,54.23641675000002,65067037,75.19993599999998,57.63071199999996
2013-07-15,57.349998,57.75,55.75,55.950001,55.950001,54.221416758333355,74065518,50.42015959325049,60.59129853108346
2013-07-22,56.150002,57.400002,56.099998,56.900002,56.900002,54.20100012500003,28198185,66.38656027116635,64.00221862147225
2013-07-29,56.700001,57.150002,56.049999,56.549999,56.549999,54.17350013333336,34739213,60.50415789846084,59.103625920959196
2013-08-05,56.5,56.799999,54.650002,54.849998,54.849998,54.12141680000003,95630672,31.932717322232364,52.941145163953166
2013-08-12,55,55.549999,54.5,55.25,55.25,54.08475011666669,65990806,38.65543888143883,43.69743803404399
2013-08-19,55.049999,55.150002,53.849998,54.849998,54.849998,54.02850011666669,75706350,31.932717322232364,34.1736245086345
2013-08-26,55,55.849998,54.299999,55.849998,55.849998,53.97725010000003,47801252,48.73943718664919,39.77586446344011
2013-09-02,55.950001,57.049999,55.900002,57,57,53.93600009166669,95646790,68.06719864416829,49.57978438434992
2013-09-09,57,57.700001,56.700001,57.099998,57.099998,53.89475008333337,79662337,69.74783701717023,62.18482428266254
2013-09-16,57.450001,58,57.450001,57.549999,57.549999,53.86516675833336,35873688,77.31087776287767,71.70863780807203
2013-09-23,57.549999,58.150002,57.200001,57.400002,57.400002,53.83850012500003,33683510,74.78992020337476,73.9495449944742
2013-09-30,57,58.799999,56.75,58.450001,58.450001,53.80725012500003,83893500,92.43695925429256,81.51258574018163
2013-10-07,58.150002,58.950001,57.799999,58.450001,58.450001,53.7897501416667,29362070,91.66666666666666,86.2978487081113
2013-10-14,58.400002,59.099998,57.950001,59.049999,59.049999,53.788500125000034,41576832,99.18700773349971,94.43021121815293
2013-10-21,59.049999,59.150002,56.849998,57.099998,57.099998,53.77933343333336,41503799,66.93542468783471,85.92969969600033
2013-10-28,57.150002,58.099998,57.099998,57.599998,57.599998,53.761833408333366,29442580,74.99993951613877,80.37412397915769
2013-11-04,57.400002,57.400002,56.349998,56.450001,56.450001,53.73183342500003,30355284,56.45160379812842,66.12898933403393
2013-11-11,56.450001,56.599998,55.650002,56.150002,56.150002,53.706416766666706,59955586,51.612911030175646,61.0214847814809
2013-11-18,56.349998,56.849998,55.400002,55.5,55.5,53.66058343333337,69745959,41.12900949532104,49.73117477454167
2013-11-25,56.150002,57.700001,56,57.549999,57.549999,53.641000075000036,54299546,74.19350416233802,55.64514156261154
2013-12-02,57.599998,57.700001,56.900002,57.150002,57.150002,53.66350008333336,30468279,67.74194068678376,61.021484781480915
2013-12-09,57.549999,58.299999,57.049999,57.349998,57.349998,53.69516674166669,34934347,70.96768210198674,70.96770898370282
2013-12-16,57.25,57.549999,56.700001,57.450001,57.450001,53.748083433333356,23919865,72.58063345473653,70.43008541450232
2013-12-23,57.549999,58.400002,57.549999,58.299999,58.299999,53.79183343333336,33414973,86.29027640479411,76.61286398717243
2013-12-30,58.349998,59.049999,57.700001,57.849998,57.849998,53.814333400000024,55646920,79.0321969302908,79.30103559660712
2014-01-06,57.75,57.950001,57.400002,57.549999,57.549999,53.84266670833336,48917207,69.81128693487777,78.37792008998754
2014-01-13,58,58.75,57.599998,58.650002,58.650002,53.88058340833336,43073444,90.5660448558152,79.8031762403279
2014-01-20,58.400002,58.849998,58.299999,58.650002,58.650002,53.949750108333355,37039945,90.5660448558152,83.6477922155027
2014-01-27,58.099998,58.200001,57.450001,57.599998,57.599998,53.99933340833336,21325340,70.75466358138596,83.96225109767211
2014-02-05,56.400002,56.700001,55.599998,56.599998,56.599998,54.04141673333335,86440930,51.886753293016376,71.06915391007249
2014-02-10,56.900002,58.200001,56.599998,57.950001,57.950001,54.087250066666684,60771353,77.3584887860462,66.6666352201495
2014-02-17,58.099998,58.450001,57.599998,58.200001,58.200001,54.13933340000002,72945100,82.0754663581386,70.44023614573372
2014-02-24,58.400002,58.5,57.799999,58.299999,58.299999,54.18850004166668,28620165,83.96221965115497,81.13205826511326
2014-03-03,57.799999,59.799999,57.5,59.400002,59.400002,54.247666733333354,77729679,92.7273272727273,86.25500442734028
2014-03-10,59.299999,59.799999,58.75,59.150002,59.150002,54.31641673333334,54712725,85.22733083681649,87.30562592023291
2014-03-17,59.150002,59.5,58.299999,58.5,58.5,54.384750075000014,56327750,70.45454803719184,82.80306871557853
2014-03-24,58.450001,60.099998,58.25,59.900002,59.900002,54.48858343333334,57664517,95.74476233596798,83.80888040332543
2014-03-31,60.049999,61.150002,59.900002,60.650002,60.650002,54.57883345000001,77748310,91.30434782608695,85.83455273308225
2014-04-07,60.400002,61.299999,60.299999,61.150002,61.150002,54.68641678333334,65965380,97.45767667339493,94.8355956118166
2014-04-14,61.099998,61.900002,60.900002,61.549999,61.549999,54.801833433333336,44944646,94.61533846153844,94.45912098700677
2014-04-21,61.450001,62.049999,60.599998,60.700001,60.700001,54.89100010833333,45451892,79.69926903726423,90.59076139073251
2014-04-28,60.299999,61.650002,60.299999,61.299999,61.299999,54.986750091666664,28246806,88.72179942336817,87.67880230739026
2014-05-05,61.549999,61.849998,61,61.450001,61.450001,55.08216676666667,32801196,90.97746961389608,86.46617935817615
2014-05-12,61.5,61.849998,61.099998,61.849998,61.849998,55.173833433333336,38326157,96.99246480863074,92.23057794863165
2014-05-19,61.849998,62.900002,61.75,62.75,62.75,55.27675008333334,51751132,97.99997333333333,95.3233025852867
2014-05-26,62.849998,63.799999,62.849998,63.099998,63.099998,55.360500075000004,44585752,91.66665178570896,95.553029975891
2014-06-03,63.150002,63.75,62.799999,63.549999,63.549999,55.440500058333335,13692869,96.95121988399758,95.53928166767993
2014-06-09,63.599998,64.300003,63.599998,63.849998,63.849998,55.51633337500001,23606922,94.82753170831506,94.48180112600717
2014-06-16,63.849998,65.099998,63.599998,64.75,64.75,55.59966670833334,29484657,96.31581052631579,96.03152070620945
2014-06-23,64.800003,65.400002,64.5,65.349998,65.349998,55.680916708333335,47663165,99.48975531030393,96.87769918164491
2014-06-30,65.300003,67.900002,65.199997,67.699997,67.699997,55.787166675,44035971,98.37394361822969,98.0598364849498
2014-07-07,67.5,68.699997,67.300003,68.300003,68.300003,55.894666683333334,27579049,96.94661045393978,98.27010312749111
2014-07-14,68.25,69.050003,67,67.5,67.5,55.99508334166667,26424786,88.4758184104764,94.5987908275486
2014-07-21,67.75,68.400002,67.449997,67.650002,67.650002,56.10133334166667,18863337,89.59107450145927,91.67116778862514
2014-07-28,67.449997,67.949997,65.900002,66.25,66.25,56.20550000833334,36732648,79.1821415679771,85.74967815997091
2014-08-04,66.199997,66.699997,65.050003,65.699997,65.699997,56.30341664166667,50452969,75.09290145245295,81.28870584062975
2014-08-11,66,67.25,65.75,67.099998,67.099998,56.426333308333334,27536183,85.50182695099367,79.92562332380788
2014-08-18,67.099998,68.949997,66.599998,68.75,68.75,56.56424996666667,28215824,97.59033831713317,86.06168890685991
2014-08-25,68.75,69.449997,68.550003,69.199997,69.199997,56.69758326666667,18630991,97.90794926559396,93.66670484457359
2014-09-01,69.25,69.949997,68.599998,69,69,56.84633325000001,42722139,92.3695001693575,95.95592925069485
2014-09-09,69.400002,69.5,67.599998,67.75,67.75,56.99699993333333,53452725,82.3293371074708,90.86892884747407
2014-09-15,67.150002,68.25,67.150002,68,68,57.15524995,76020770,83.33335470086021,86.01073065922948
2014-09-22,67.349998,67.349998,65.25,65.599998,65.599998,57.29233325,113287760,62.82051183431929,76.16106788088342
2014-09-29,65.650002,66.699997,64.650002,66.699997,66.699997,57.44816655833334,83117600,72.22221509971327,72.79202721163091
